question_id,subject,bloom_level,question_text,question_length,mean_score,std_dev,pass_rate,discrimination_index,difficulty_label
Q2929,Biology,Understand,Illustrate the cycle of mitosis with a diagram.,8,33.16,21.81,0.39,0.49,Medium
Q2930,Mathematics,Understand,Interpret the graph representing graph theory.,6,76.54,3.81,0.9,0.25,Easy
Q2931,Physics,Create,Develop a theoretical model incorporating electromagnetism.,6,46.65,16.48,0.58,0.3,Hard
Q2932,Mathematics,Create,Construct a proof for differential equations.,6,50.7,9.8,0.55,0.5,Hard
Q2933,Mathematics,Understand,Summarize the key principles of probability.,6,60.06,12.61,0.53,0.51,Easy
Q2934,Physics,Understand,Describe the relationship between wave motion and energy.,8,30.36,13.09,0.21,0.63,Medium
Q2935,Biology,Evaluate,Assess the impact of mutations on photosynthesis.,7,94.3,3.81,0.82,0.34,Easy
Q2936,Physics,Remember,What is the SI unit of gravitational force?,8,57.99,11.2,0.6,0.32,Easy
Q2937,Mathematics,Create,Design a mathematical model using probability to represent a real-world problem.,11,37.47,12.0,0.27,0.62,Hard
Q2938,Mathematics,Create,Construct a proof for linear algebra.,6,87.83,4.87,0.84,0.16,Medium
Q2939,Computer Science,Create,Construct a database schema using principles of binary trees.,9,29.88,10.27,0.15,0.56,Hard
Q2940,Mathematics,Understand,Describe how integration works in real-world scenarios.,7,53.62,14.19,0.62,0.42,Easy
Q2941,Physics,Analyze,Compare quantum mechanics in elastic and inelastic collisions.,8,27.9,14.16,0.3,0.68,Hard
Q2942,Physics,Create,Formulate a hypothesis about momentum based on the data.,9,71.61,7.73,0.99,0.34,Medium
Q2943,Biology,Understand,Describe how cellular respiration contributes to homeostasis.,7,29.82,17.84,0.4,0.49,Medium
Q2944,Physics,Create,Formulate a hypothesis about optics based on the data.,9,25.13,10.37,0.11,0.47,Hard
Q2945,Computer Science,Evaluate,Assess the security implications of using machine learning.,8,35.71,21.93,0.3,0.63,Hard
Q2946,Mathematics,Analyze,Differentiate between matrices and trigonometry with examples.,7,58.04,10.03,0.5,0.41,Medium
Q2947,Physics,Understand,Summarize the principles governing electromagnetism.,5,81.8,3.05,0.9,0.31,Easy
Q2948,Biology,Apply,Calculate the rate of natural selection given the experimental data.,10,21.73,18.18,0.16,0.66,Medium
Q2949,Physics,Remember,State Newton's law related to momentum.,6,88.28,5.29,0.83,0.27,Easy
Q2950,Mathematics,Remember,Define differential equations in mathematics.,5,60.46,14.89,0.68,0.48,Easy
Q2951,Computer Science,Create,Construct a database schema using principles of sorting algorithms.,9,75.25,3.08,0.86,0.13,Medium
Q2952,Computer Science,Remember,List the types of neural networks.,6,24.76,13.26,0.15,0.74,Medium
Q2953,Physics,Understand,Explain electric circuits using everyday examples.,6,69.52,15.68,0.49,0.54,Easy
Q2954,Biology,Create,Formulate a research question about enzyme activity in the context of disease.,12,48.1,16.4,0.69,0.45,Medium
Q2955,Computer Science,Understand,Illustrate the concept of binary trees using a diagram.,9,26.36,13.34,0.19,0.78,Medium
Q2956,Biology,Apply,Demonstrate how protein synthesis affects the survival of the organism.,10,45.11,14.86,0.54,0.5,Medium
Q2957,Mathematics,Apply,Calculate the value of graph theory given the following data.,10,22.37,14.89,0.15,0.78,Medium
Q2958,Computer Science,Apply,Demonstrate the use of operating system scheduling in the given scenario.,11,78.97,5.22,0.75,0.25,Easy
Q2959,Mathematics,Create,Construct a proof for statistics.,5,24.88,13.96,0.16,0.57,Hard
Q2960,Computer Science,Create,Create a flowchart illustrating the process of TCP/IP protocol.,9,33.82,10.58,0.28,0.64,Hard
Q2961,Computer Science,Apply,Demonstrate the use of machine learning in the given scenario.,10,38.5,21.46,0.4,0.56,Medium
Q2962,Computer Science,Evaluate,Justify the use of recursion in large-scale systems.,8,64.29,8.87,0.72,0.49,Medium
Q2963,Biology,Understand,Explain the process of genetic mutation in living organisms.,9,62.6,13.52,0.5,0.31,Easy
Q2964,Mathematics,Understand,Explain the concept of number theory with an example.,9,92.71,5.51,0.97,0.32,Easy
Q2965,Mathematics,Evaluate,Justify why number theory is preferred over statistics.,8,64.98,16.5,0.54,0.53,Medium
Q2966,Physics,Create,Develop a theoretical model incorporating momentum.,6,62.3,10.95,0.67,0.45,Medium
Q2967,Physics,Evaluate,Evaluate the impact of optics on energy conservation.,8,53.03,12.96,0.63,0.51,Medium
Q2968,Computer Science,Remember,List the types of recursion.,5,38.96,15.61,0.44,0.6,Medium
Q2969,Mathematics,Analyze,Differentiate between calculus and probability with examples.,7,84.25,9.25,0.84,0.23,Easy
Q2970,Physics,Create,Formulate a hypothesis about momentum based on the data.,9,24.2,11.4,0.17,0.58,Hard
Q2971,Computer Science,Apply,Apply sorting algorithms to solve the given computational problem.,9,62.02,8.7,0.65,0.46,Easy
Q2972,Physics,Analyze,Differentiate between electric circuits and electromagnetism.,6,38.51,18.97,0.36,0.65,Medium
Q2973,Biology,Remember,Define natural selection in biological terms.,6,68.23,14.96,0.73,0.53,Easy
Q2974,Biology,Create,Formulate a research question about protein synthesis in the context of disease.,12,57.98,11.53,0.7,0.43,Medium
Q2975,Physics,Understand,Explain momentum using everyday examples.,5,31.69,18.36,0.12,0.77,Medium
Q2976,Computer Science,Analyze,Break down the architecture of dynamic programming.,7,60.39,17.8,0.7,0.54,Medium
Q2977,Biology,Create,Design an experiment to test the effect of temperature on genetic mutation.,12,36.49,20.43,0.21,0.49,Hard
Q2978,Computer Science,Create,Construct a database schema using principles of TCP/IP protocol.,9,54.64,15.71,0.55,0.46,Medium
Q2979,Mathematics,Create,Construct a proof for number theory.,6,68.42,15.34,0.52,0.44,Medium
Q2980,Physics,Create,Formulate a hypothesis about gravitational force based on the data.,10,66.56,15.41,0.59,0.45,Medium
Q2981,Physics,Analyze,Analyze how wave motion changes under different conditions.,8,50.57,14.72,0.55,0.47,Medium
Q2982,Physics,Understand,Interpret the graph showing thermodynamics over time.,7,36.93,15.87,0.43,0.52,Medium
Q2983,Biology,Analyze,Analyze the relationship between genetic mutation and cellular respiration.,9,93.03,7.46,0.8,0.26,Easy
Q2984,Computer Science,Analyze,Analyze the time complexity of neural networks.,7,48.72,9.97,0.66,0.38,Medium
Q2985,Biology,Evaluate,Assess the impact of mutations on natural selection.,8,53.5,17.54,0.55,0.49,Medium
Q2986,Computer Science,Create,Construct a database schema using principles of binary trees.,9,27.88,11.9,0.18,0.69,Hard
Q2987,Biology,Understand,Illustrate the cycle of genetic mutation with a diagram.,9,87.25,4.32,0.98,0.16,Easy
Q2988,Physics,Analyze,Break down the forces acting in a system involving gravitational force.,11,28.24,10.4,0.19,0.57,Hard
Q2989,Mathematics,Understand,Summarize the key principles of trigonometry.,6,80.28,6.29,0.77,0.2,Easy
Q2990,Physics,Analyze,Analyze how electromagnetism changes under different conditions.,7,22.78,11.92,0.29,0.54,Hard
Q2991,Mathematics,Analyze,Analyze the relationship between graph theory and statistics.,8,55.94,12.05,0.72,0.34,Medium
Q2992,Mathematics,Apply,Use matrices to find the area of the given figure.,10,52.08,13.57,0.56,0.47,Medium
Q2993,Physics,Apply,Calculate the nuclear fission of an object with mass 5kg and velocity 10m/s.,13,46.28,17.7,0.51,0.38,Medium
Q2994,Biology,Evaluate,Critique the experimental design used to study osmosis.,8,61.8,17.23,0.51,0.46,Medium
Q2995,Mathematics,Apply,Calculate the value of differential equations given the following data.,10,55.28,8.29,0.5,0.49,Medium
Q2996,Computer Science,Analyze,Differentiate between recursion and database normalization.,6,34.07,12.2,0.34,0.5,Medium
Q2997,Mathematics,Analyze,Compare and contrast linear algebra with differential equations.,8,89.33,3.26,0.9,0.33,Easy
Q2998,Mathematics,Understand,Interpret the graph representing differential equations.,6,75.18,8.94,0.81,0.25,Easy
Q2999,Computer Science,Remember,Define the term operating system scheduling.,6,63.2,13.51,0.51,0.36,Easy
Q3000,Computer Science,Evaluate,Assess the security implications of using sorting algorithms.,8,39.58,17.31,0.14,0.75,Hard
Q3001,Mathematics,Understand,Describe how graph theory works in real-world scenarios.,8,80.45,9.06,0.97,0.13,Easy
Q3002,Biology,Analyze,Differentiate between genetic mutation and immune response.,7,24.55,19.35,0.21,0.67,Hard
Q3003,Biology,Understand,Explain the process of mitosis in living organisms.,8,43.34,10.75,0.17,0.51,Medium
Q3004,Biology,Evaluate,Judge the effectiveness of DNA replication as a defense mechanism.,10,67.54,10.59,0.66,0.39,Medium
Q3005,Biology,Analyze,Differentiate between genetic mutation and DNA replication.,7,84.2,8.73,0.95,0.26,Easy
Q3006,Physics,Apply,Determine the value of relativity using the data provided.,9,81.53,6.17,0.86,0.16,Easy
Q3007,Physics,Remember,List the factors affecting nuclear fission.,6,65.26,14.99,0.53,0.38,Easy
Q3008,Biology,Remember,List the stages of DNA replication.,6,85.37,6.5,0.86,0.33,Easy
Q3009,Mathematics,Evaluate,Critique the use of trigonometry in the given scenario.,9,89.92,4.03,0.85,0.28,Medium
Q3010,Biology,Remember,What is cellular respiration?,4,74.9,6.45,0.9,0.34,Easy
Q3011,Biology,Evaluate,Critique the experimental design used to study enzyme activity.,9,64.87,8.74,0.7,0.46,Medium
Q3012,Physics,Create,Construct a simulation to demonstrate electromagnetism.,6,81.66,6.67,0.97,0.32,Medium
Q3013,Physics,Understand,Explain electric circuits using everyday examples.,6,36.81,13.24,0.39,0.73,Medium
Q3014,Physics,Evaluate,Critique the assumptions made in the nuclear fission model.,9,81.0,9.52,0.78,0.1,Medium
Q3015,Physics,Understand,Summarize the principles governing momentum.,5,81.68,3.72,0.98,0.22,Easy
Q3016,Computer Science,Understand,Describe the role of dynamic programming in modern computing.,9,58.7,11.73,0.58,0.39,Easy
Q3017,Mathematics,Create,Design a mathematical model using calculus to represent a real-world problem.,11,94.36,3.64,0.97,0.24,Medium
Q3018,Mathematics,Remember,Define matrices in mathematics.,4,63.42,8.28,0.5,0.39,Easy
Q3019,Biology,Understand,Explain the process of photosynthesis in living organisms.,8,68.26,10.3,0.65,0.34,Easy
Q3020,Biology,Apply,Demonstrate how natural selection affects the survival of the organism.,10,39.76,15.68,0.33,0.69,Medium
Q3021,Physics,Evaluate,Judge the accuracy of the experiment measuring electromagnetism.,8,44.69,18.98,0.19,0.72,Hard
Q3022,Physics,Create,Develop a theoretical model incorporating nuclear fission.,7,46.4,8.83,0.54,0.39,Hard
Q3023,Mathematics,Create,Construct a proof for integration.,5,22.32,20.78,0.17,0.61,Hard
Q3024,Biology,Create,Formulate a research question about photosynthesis in the context of disease.,11,64.58,14.08,0.56,0.33,Medium
Q3025,Physics,Apply,Use the concept of relativity to explain the given experiment.,10,47.21,15.96,0.54,0.46,Medium
Q3026,Biology,Evaluate,Judge the effectiveness of protein synthesis as a defense mechanism.,10,51.88,13.88,0.46,0.31,Medium
Q3027,Computer Science,Apply,Demonstrate the use of neural networks in the given scenario.,10,36.85,15.33,0.19,0.46,Medium
Q3028,Physics,Apply,Calculate the thermodynamics of an object with mass 5kg and velocity 10m/s.,12,27.93,21.69,0.36,0.49,Medium
Q3029,Physics,Create,Construct a simulation to demonstrate electric circuits.,7,44.05,13.0,0.34,0.76,Hard
Q3030,Computer Science,Remember,What does neural networks stand for?,6,90.67,5.88,0.87,0.15,Easy
Q3031,Mathematics,Remember,List the properties of probability.,5,23.69,20.3,0.19,0.57,Medium
Q3032,Physics,Apply,Determine the value of relativity using the data provided.,9,90.66,8.76,0.87,0.32,Easy
Q3033,Computer Science,Remember,List the types of TCP/IP protocol.,6,40.11,15.65,0.34,0.66,Medium
Q3034,Biology,Remember,List the stages of genetic mutation.,6,84.6,9.55,0.98,0.22,Easy
Q3035,Mathematics,Apply,Use probability to find the area of the given figure.,10,56.45,12.99,0.61,0.5,Medium
Q3036,Biology,Analyze,Break down the molecular mechanisms of immune response.,8,40.97,17.44,0.28,0.68,Medium
Q3037,Biology,Analyze,Analyze the relationship between natural selection and cellular respiration.,9,51.97,13.13,0.72,0.49,Medium
Q3038,Mathematics,Remember,Define differential equations in mathematics.,5,43.16,11.63,0.43,0.8,Medium
Q3039,Physics,Evaluate,Assess whether quantum mechanics holds true in the given scenario.,10,62.38,11.33,0.75,0.55,Medium
Q3040,Computer Science,Evaluate,Justify the use of TCP/IP protocol in large-scale systems.,9,47.77,16.4,0.7,0.43,Medium
Q3041,Biology,Create,Formulate a research question about protein synthesis in the context of disease.,12,28.74,11.43,0.41,0.79,Hard
Q3042,Computer Science,Create,Create a flowchart illustrating the process of sorting algorithms.,9,93.04,9.07,0.76,0.34,Medium
Q3043,Physics,Evaluate,Assess whether electromagnetism holds true in the given scenario.,9,70.76,5.21,0.81,0.19,Medium
Q3044,Physics,Understand,Interpret the graph showing thermodynamics over time.,7,75.33,6.08,0.91,0.3,Easy
Q3045,Biology,Create,Design an experiment to test the effect of temperature on mitosis.,11,52.11,12.57,0.71,0.4,Medium
Q3046,Mathematics,Understand,Explain the concept of differential equations with an example.,9,45.36,13.45,0.51,0.53,Medium
Q3047,Mathematics,Apply,Apply statistics to determine the missing variable.,7,52.47,14.23,0.6,0.43,Medium
Q3048,Biology,Apply,Use the concept of cellular respiration to predict the outcome of the experiment.,13,27.41,16.27,0.11,0.67,Medium
Q3049,Mathematics,Understand,Summarize the key principles of number theory.,7,33.08,16.48,0.25,0.46,Medium
Q3050,Biology,Evaluate,Assess the impact of mutations on protein synthesis.,8,35.14,19.13,0.16,0.63,Hard
Q3051,Biology,Remember,Name the organelles involved in mitosis.,6,46.11,8.79,0.52,0.47,Easy
Q3052,Computer Science,Create,Construct a database schema using principles of machine learning.,9,70.42,9.07,0.98,0.23,Medium
Q3053,Biology,Evaluate,Critique the experimental design used to study DNA replication.,9,55.69,13.42,0.65,0.38,Medium
Q3054,Biology,Create,Formulate a research question about genetic mutation in the context of disease.,12,45.73,10.43,0.45,0.55,Hard
Q3055,Computer Science,Apply,Apply neural networks to solve the given computational problem.,9,47.0,15.43,0.57,0.47,Medium
Q3056,Physics,Create,Develop a theoretical model incorporating nuclear fission.,7,32.01,14.11,0.25,0.52,Hard
Q3057,Mathematics,Remember,What is the formula for probability?,6,75.32,6.72,0.92,0.22,Easy
Q3058,Computer Science,Create,Create a flowchart illustrating the process of sorting algorithms.,9,65.62,9.7,0.55,0.53,Medium
Q3059,Computer Science,Apply,Demonstrate the use of encryption in the given scenario.,9,88.17,4.07,0.83,0.17,Easy
Q3060,Biology,Analyze,Analyze the relationship between cellular respiration and cellular respiration.,9,52.33,9.04,0.59,0.44,Medium
Q3061,Physics,Analyze,Break down the forces acting in a system involving wave motion.,11,31.51,16.33,0.39,0.8,Medium
Q3062,Physics,Apply,Apply the formula for optics to solve the given problem.,10,68.19,10.65,0.65,0.42,Easy
Q3063,Computer Science,Evaluate,Critique the design of TCP/IP protocol in the given system.,10,44.12,11.96,0.29,0.57,Hard
Q3064,Mathematics,Create,Formulate a new equation using the principles of probability.,9,42.28,12.87,0.32,0.78,Hard
Q3065,Physics,Remember,Define momentum in the context of physics.,7,45.6,13.55,0.55,0.31,Easy
Q3066,Computer Science,Evaluate,Critique the design of machine learning in the given system.,10,62.35,10.41,0.73,0.42,Medium
Q3067,Computer Science,Understand,Explain how sorting algorithms works with an example.,8,58.74,8.53,0.72,0.44,Easy
Q3068,Mathematics,Remember,List the properties of integration.,5,50.46,12.57,0.7,0.35,Easy
Q3069,Computer Science,Create,Create a flowchart illustrating the process of recursion.,8,57.28,13.11,0.59,0.55,Medium
Q3070,Physics,Analyze,Break down the forces acting in a system involving electric circuits.,11,59.53,16.98,0.56,0.42,Medium
Q3071,Physics,Remember,State Newton's law related to nuclear fission.,7,28.11,17.78,0.34,0.59,Medium
Q3072,Physics,Evaluate,Judge the accuracy of the experiment measuring electromagnetism.,8,67.25,16.4,0.72,0.44,Medium
Q3073,Computer Science,Create,Develop an algorithm based on binary trees that improves efficiency.,10,42.42,11.72,0.43,0.78,Hard
Q3074,Physics,Remember,What is the SI unit of nuclear fission?,8,35.26,18.52,0.13,0.74,Medium
Q3075,Physics,Apply,Determine the value of electric circuits using the data provided.,10,90.1,3.28,0.94,0.13,Easy
